categories,primaryCategories,reviewsdate,reviewstext,reviewstitle,sentiment,review_year,review_month,review_day
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-08 00:00:00+00:00,show good pictur good soundlov use look thing,great sound,Positive,2017,12,8
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-11-05 00:00:00+00:00,great price dollar great tablet fast everyth accept game play exampl play asphalt game bare playabl graphic struggl tablet higher graphic game also amazon tablet googl play store load googl play great tube video put googl play amazon tablet screen good long sun isnt hit stereo speaker sound great loud realli like tablet price realli like play game good graphic qualiti said return tablet order nvidia shield inch tablet best buy dollar got shield week ago wow differ graphic game qualiti thing good xbox ps nvidia shield tablet simpli unbeliev price consid appl samsung tablet fast tablet least twice cost plu dubbl game consol xbox pc game k tv amazon tablet also great tablet normal usag gamer like nvidia tablet tablet choic hand period dont know bbuy kind hide nvidia tab websit doesnt sell store display store would outsel appl samsung tablet hope help thank,great tablet great price,Positive,2016,11,5
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-02-06 00:00:00+00:00,great littl tablet easi use kid wish batteri bigger overal bad purchas,great invest kid,Positive,2017,2,6
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-11-16 00:00:00+00:00,got tablet replac one screen crack cheaper get screen replac,nice simpl tablet,Positive,2016,11,16
"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2018-03-21 00:00:00+00:00,devic good entri level reader daylightit doesnot support read dark read dark purchas light cover case light attach either case put lot strain eye,good entri level reader,Neutral,2018,3,21
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-05-15 00:00:00+00:00,without kindl firei earlier model year agoit still go want backup,expand storag,Positive,2017,5,15
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-07 00:00:00+00:00,ador fire featur size screen easi log graphic,great buy,Positive,2017,1,7
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-09-11 00:00:00+00:00,like lot wish would come instruct thing done,good price,Positive,2016,9,11
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-24 00:00:00+00:00,purchas niec year old perfect love,great,Positive,2016,12,24
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-20 00:00:00+00:00,echo plu great peopl want run wire waterpik want,everyth bought everyth hope,Positive,2018,1,20
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-09-09 00:00:00+00:00,easi age appropri set timer tv movi watch granddaught find educ game interest fun,easi teach year old use,Positive,2016,9,9
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-10-14 00:00:00+00:00,bought yr old older kid would stop say dont touch come durabl child case larg enough see hold small enough carri easi use download favorit stuff,durabl,Positive,2016,10,14
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-02-20 00:00:00+00:00,tablet user friendli price beat,great tablet,Positive,2017,2,20
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-24 00:00:00+00:00,nd fire tablet alwya need one wish last longer year,versatil,Positive,2016,12,24
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-04 00:00:00+00:00,bought one wife motherinlaw love easi use,easi use,Positive,2017,2,4
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-02-17 00:00:00+00:00,year old son realli enjoy tablet great,great tablet children,Positive,2017,2,17
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-01-05 00:00:00+00:00,like talk alexa like lyric music like person assist wonder limitless,show,Positive,2018,1,5
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-07 00:00:00+00:00,love tablet love ipad much lighter weight easier slip purs went g none stock got memori card probabl never need,great tablet,Positive,2016,12,7
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-07 00:00:00+00:00,good product recommend buy,good,Positive,2016,12,7
"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-07-07 00:00:00+00:00,alreadi alexa want portabl around hous without plug connect anoth speaker work expect,anoth one,Positive,2017,7,7
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-05-18 00:00:00+00:00,afford kid friendli kid watch video play game lot lot app game book choos,afford tablet,Positive,2017,5,18
"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2016-03-17 00:00:00+00:00,kindl voyag nearli month old work perfectli kept receiv email amazon softwar updat switch airplan mode switch wifi shortli screen lock tri everyth custom support tell buy new one annoy left softwar kindl voyag would still work,amazon voyag dead tri updat softwar,Negative,2016,3,17
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-26 00:00:00+00:00,speaker improv echo dot set easi connect addit home autom product acquir simpl process work advertis realli need hub part yet though,fun use,Positive,2018,1,26
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-03 00:00:00+00:00,ive alway love amazon alexa smart product use control smart home setup,great product,Positive,2017,12,3
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-01 00:00:00+00:00,easi set easi connect multipl amazon echo dot well multipl smart home product,awesom,Positive,2017,12,1
"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2016-12-19 00:00:00+00:00,bought daughter would take school byod perfect size tabl offer load amazon goodi prime member need good enough one requir googl app support sinc run fire os everyth amazon proprietari howto web get googl play store app integr devic lack upon fix articl get googl app store work tablet sinc would use school requir googl app return otherwis great tablet fire os restrict googl app,great tablet lot function,Positive,2016,12,19
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-25 00:00:00+00:00,durabl great tablet handl navig camera qualiti good use year old great children featur,great product,Positive,2017,3,25
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-31 00:00:00+00:00,doesnt requir separ speaker great sound,best echo,Positive,2017,12,31
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-13 00:00:00+00:00,bought two kid love echo dot,bought two love kid,Positive,2018,1,13
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-13 00:00:00+00:00,first one work take back get new one,hard set,Positive,2018,1,13
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-20 00:00:00+00:00,need improv abl answer question great sound stellar,good,Positive,2018,1,20
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-05-17 00:00:00+00:00,far tablet effici kinda bad difficult use seem requir lot step get kid profil set actual everyth hope would,good tablet,Positive,2017,5,17
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-02-09 00:00:00+00:00,use alexa everi day know live,great,Positive,2018,2,9
"Kindle E-readers,Electronics Features,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers",Electronics,2016-05-02 00:00:00+00:00,everi kindl sinc first far best screen alreadi great voyag front light screen white evenli distribut physic page turn button much better none haptic feedback type didnt includ automat adapt front light reason dont think ill miss much alway wont fiddl voyag anywaybut devic made smile soon held first time larger bezel realli grip comfort without touch screen mayb isnt big deal exactli spent money get deviceth thing hope abil use upper page turn button go forward devic even better softwar configurableth cover small light doesnt add much bulk like voyag origami case downsid doesnt work hand free stand readingi still wish waterproof,amazon got right time,Positive,2016,5,2
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-04-16 00:00:00+00:00,great custom servic best buy abl navig product actual purchas def back highli recommend,great kindl,Positive,2017,4,16
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-05-12 00:00:00+00:00,cant believ wait long get real eread easi read,great interfac great screen read,Positive,2017,5,12
"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics",2017-05-06 00:00:00+00:00,like bigger screen size allow read book without strain eye allow text display,excel size kindl,Positive,2017,5,6
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-06-22 00:00:00+00:00,kind realli good dauther like good product would reccomend al firend famili,love,Positive,2016,6,22
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-06 00:00:00+00:00,tablet son said notic blotch screen never return due make differ son upgrad question year anyway bumper amaz,great bumper,Neutral,2017,1,6
